ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
155,CHL,Chile,The Force of the Majority,FM,CHL_ The Force of the Majority,CHL_ FM,2,15,1, ,1,2,1,3, , ,7.25,3.333333333,6,3.5,0,2,7.6,2.777777778,0,2,6.571428571,4,0,2,4.6,3.142857143,4,4.25,8.666666667,2.5,3.111111111,1.666666667,4.857142857,4.142857143,5.375,4.166666667,3.875, ,1971.181818,0.909090909,0.818181818,0.909090909, ,4.363636364,8.727272727,-8.476946513,-58.14643224,EN, ,CHL_19112017_P1,2017,22.82, , , , , , , , , , , , , , , , , , , , , , ,0, , , ,5.2,7.1265,-1.7,-4.348722222, , , , , , , , , , , , , ,-9, ,Chile,155,72, ,2,18, , , , , , ,745808.494,13274623,15342353,18729160,22873.80701,80.7,67,70.96536255,2,0.852,0.771,0.963, , , , , , , , , ,1.903,3.818,4,2.593,3.742,4,2.294,3.415,4,1.855,3.524,4,2.022,3.732,4,0.076,0.921
156,CIV,Cote d'Ivoire,Independents,Ind.,CIV_ Independents,CIV_ Ind.,4,8,1, ,3,3,3,3,3, ,3.2,4.25,7.5,9,1,4,8.666666667,2,0,1,4,7,1,3,4.333333333,4.75,6.5,2.5,6.666666667,3.25,1.75,5,6.333333333,4.75,3,6.5,2.75, ,1969,0.857142857,0.714285714,0.714285714,1,5.333333333,6.142857143,17.91879054,-11.35111782,FR, ,CIV_18122016_L1,2016,38.5,29.8,2.465495392,1.927922683,12.81190852, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,4932, , , , , , , , ,-9, ,Cote d'Ivoire,437,64,2,4,6,0,4,4,1,4,4,323412.229,11924877,16454668,25069229,3733.04767, ,35,56.37218857,2,0.65,0.451,0.73, , , , , , ,32.3, , ,1.563,3.695,4,0.6,2.277,2,0.916,2.33,3,1.514,3.317,3,-0.502,1.366,1,0.257,0.626
157,CIV,Cote d'Ivoire,Ivorian Popular Front,FPI,CIV_ Ivorian Popular Front,CIV_ FPI,4,8,1, ,2,4,4,2,1, ,8.666666667,2.25,8.111111111,2.833333333,0,2,8.125,6.6,1,3,4,7.625,1,4,8.428571429,9.4,3.25,3,2,4.4,3,3.166666667,6.75,4.666666667,4.166666667,6.8,3.6, ,1969,0.857142857,0.714285714,0.714285714,1,5.333333333,6.142857143,17.91879054,-11.35111782,FR, ,CIV_18122016_L1,2016,5.8,1.2,2.465495392,1.927922683,12.81190852, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5096, , , , , , , , ,-9, ,Cote d'Ivoire,437,64,2,4,6,0,4,4,1,4,4,323412.229,11924877,16454668,25069229,3733.04767, ,35,56.37218857,2,0.65,0.451,0.73, , , , , , ,32.3, , ,1.563,3.695,4,0.6,2.277,2,0.916,2.33,3,1.514,3.317,3,-0.502,1.366,1,0.257,0.626
158,CIV,Cote d'Ivoire,Rally of Houphouetists for Democracy and Peace,RHDP,CIV_ Rally of Houphouetists for Democracy and Peace,CIV_ RHDP,4,8,1, ,3,2,1,3,3, ,8.875,4.875,7,7.5,1,4,8.888888889,4.4,0,2,7.25,3,0,2,3.714285714,2.142857143,4,1.75,8.142857143,3,2.333333333,2.5,8.666666667,8.5,9.166666667,2.6,8.2, ,1969,0.857142857,0.714285714,0.714285714,1,5.333333333,6.142857143,17.91879054,-11.35111782,FR, ,CIV_18122016_L1,2016,50.3,65.5,2.465495392,1.927922683,12.81190852, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7607, , , , , , , , ,-9, ,Cote d'Ivoire,437,64,2,4,6,0,4,4,1,4,4,323412.229,11924877,16454668,25069229,3733.04767, ,35,56.37218857,2,0.65,0.451,0.73, , , , , , ,32.3, , ,1.563,3.695,4,0.6,2.277,2,0.916,2.33,3,1.514,3.317,3,-0.502,1.366,1,0.257,0.626
159,CIV,Cote d'Ivoire,Union for Cote d'Ivoire,UPCI,CIV_ Union for Cote d'Ivoire,CIV_ UPCI,4,8,1, ,2,3,4,1,1, ,1.333333333,4.25,6.833333333,2.333333333,0,1,6.6,7,1,3,6.333333333,5,1,3,1,4.333333333,7.25,1.75,5,4,1.333333333,2,5,5.666666667,5.75,9,3.666666667, ,1969,0.857142857,0.714285714,0.714285714,1,5.333333333,6.142857143,17.91879054,-11.35111782,FR, ,CIV_18122016_L1,2016,1,1.2,2.465495392,1.927922683,12.81190852, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7861, , , , , , , , ,-9, ,Cote d'Ivoire,437,64,2,4,6,0,4,4,1,4,4,323412.229,11924877,16454668,25069229,3733.04767, ,35,56.37218857,2,0.65,0.451,0.73, , , , , , ,32.3, , ,1.563,3.695,4,0.6,2.277,2,0.916,2.33,3,1.514,3.317,3,-0.502,1.366,1,0.257,0.626
160,CIV,Cote d'Ivoire,Union for Democracy and Peace in Cote d'Ivoire,UDPCI,CIV_ Union for Democracy and Peace in Cote d'Ivoire,CIV_ UDPCI,4,8,1, ,2,2,2,2,1, ,6,5.714285714,7.25,3.5,0,2,6.666666667,6,1,3,4.666666667,3.166666667,0,2,4,4.666666667,5,1.75,6.666666667,3.6,1.333333333,2.75,8.25,7.75,6,4.2,5.75, ,1969,0.857142857,0.714285714,0.714285714,1,5.333333333,6.142857143,17.91879054,-11.35111782,FR, ,CIV_18122016_L1,2016,3,2.4,2.465495392,1.927922683,12.81190852, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5628, , , , , , , , ,-9, ,Cote d'Ivoire,437,64,2,4,6,0,4,4,1,4,4,323412.229,11924877,16454668,25069229,3733.04767, ,35,56.37218857,2,0.65,0.451,0.73, , , , , , ,32.3, , ,1.563,3.695,4,0.6,2.277,2,0.916,2.33,3,1.514,3.317,3,-0.502,1.366,1,0.257,0.626
161,CMR,Cameroon,Cameroon Democratic Union,UDC,CMR_ Cameroon Democratic Union,CMR_ UDC,4,7,1, ,4,3,4, ,1, ,7.25,8.75,7,8,1,4,6.5,9,1,4,10,6.5,1,3,7.333333333,3,7.4,2,6.666666667,1,1.333333333,2,1,4.5,3.5,8,1, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,2.2, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3773, , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
162,CMR,Cameroon,Cameroon People's Democratic Movement,CPDM,CMR_ Cameroon People's Democratic Movement,CMR_ CPDM,4,7,1, ,4,1,2, ,3, ,7.571428571,9.6,3.25,5,1,3,6.4,9.5,1,4,9,0,0,1,1.75,7,3.166666667,1.5,7.6,2.2,2,7.666666667,7.75,10,8.6,1.666666667,9.666666667, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,82.2, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3774, , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
163,CMR,Cameroon,Cameroon Renaissance Movement,CRM,CMR_ Cameroon Renaissance Movement,CMR_ CRM,4,7,1, ,4,3,4, ,1, ,5,8,0.666666667,9,1,4,9.333333333,9.333333333,1,4,10,5,1,3,5.666666667,0,6.666666667,1.333333333,6.666666667,0.666666667,0,1.666666667,1,1,3.333333333,8.5,1.333333333, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,0.6, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
164,CMR,Cameroon,Movement for the Defense of the Republic,MDR,CMR_ Movement for the Defense of the Republic,CMR_ MDR,4,7,1, ,4,1,2, ,1, ,5.5,8.75,8,9,1,4, ,9,1,4,10,1,0,1,0,3,7.5,2,5,1,0,2,5.5,7,9,9.5,3, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,0.6, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
165,CMR,Cameroon,National Union for Democracy and Progress,UNDP,CMR_ National Union for Democracy and Progress,CMR_ UNDP,4,7,1, ,4,1,2, ,1, ,8.5,9.333333333,7.333333333,8,1,4,4,8.666666667,1,4,9.666666667,2,0,1,3,3,7.4,2,7.5,0.666666667,1.333333333,4.666666667,7,7,10,5.333333333,8.5, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,2.8, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3775, , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
166,CMR,Cameroon,Social Democratic Front,SDF,CMR_ Social Democratic Front,CMR_ SDF,4,7,1, ,2,2,2, ,3, ,9,8.333333333,3,3.666666667,0,2,8,8.75,1,4,9,4.666666667,0,2,7.75,1,5.4,2,7.5,2.6,0,2.333333333,7,1,4,3.5,0, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,10, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3682, , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
167,CMR,Cameroon,Union of the Peoples of Cameroon,UPC,CMR_ Union of the Peoples of Cameroon,CMR_ UPC,4,7,1, ,2,2,2, ,1, ,8.333333333,7.666666667,9.5,4.333333333,0,2,6.5,9,1,4,10,4.666666667,0,2,6.333333333,0,5.4,1.75,7.5,0.666666667,1,2,1,5,4.666666667,8,2, ,1972.8,1,0.8,0.8,8,5.4,7,48.93323263,-22.59753418,EN, ,CMR_30092013_L1,2013, ,1.7, ,1.454941199, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5411, , , , , , , , ,-9, ,Cameroon,471,108,2,4,7,0,-4,-4,0,6,6,467816.06,11780088,15513945,25216237,3358.590924,61.2,25,40.13711548,1,0.334,0.131,0.227,-1.694,1.027,1, , ,3,76.8,53.5,29.06,0.575,3.055,3,-0.308,1.413,1,-0.193,1.351,1,-1.089,0.975,1,-0.238,1.643,1,0.83,0.395
168,COD,Democratic Republic of the Congo,Heading for Change,CACH,COD_ Heading for Change,COD_ CACH,4, , , ,2,1,2, , , ,9,8,7,3.5,0,2,9,7,1,3,5,1.5,0,1,4.666666667,1,1,4.666666667,9,3,3.5,4,8.333333333,5,3.333333333,7,5, ,1976.333333,1,1,1, ,5,9.333333333,21.87719727,-23.22985458,EN, , ,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Dem. Rep.",484,112, ,4,7, , , , , , ,346333.854,34612023,47105826,84068091,827.1382532,63.9,19,29.28949356,1,0.28,0.105,0.161, , , , , , , , , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
169,COD,Democratic Republic of the Congo,Joint Front for Congo,FCC,COD_ Joint Front for Congo,COD_ FCC,4, , , ,2,1,2, , , ,10,8.666666667,8.333333333,3.666666667,0,2,7.5,9,1,4,5.333333333,2,0,1,6,4.5,3.333333333,5.5,0.666666667,3.5,4,9,8.666666667,9.5,9,6.5,10, ,1976.333333,1,1,1, ,5,9.333333333,21.87719727,-23.22985458,EN, , ,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Dem. Rep.",484,112, ,4,7, , , , , , ,346333.854,34612023,47105826,84068091,827.1382532,63.9,19,29.28949356,1,0.28,0.105,0.161, , , , , , , , , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
170,COD,Democratic Republic of the Congo,Lamuka Coalition,Lamuka,COD_ Lamuka Coalition,COD_ Lamuka,4, , , ,3,3,3, , , ,10, ,5,8.333333333,1,4,8.666666667,4,0,2,6,5.5,1,3,6.666666667,4.666666667, ,4,9.5,1.333333333,4,3.666666667,6,3,2,6.333333333,4.666666667, ,1976.333333,1,1,1, ,5,9.333333333,21.87719727,-23.22985458,EN, , ,2018, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Dem. Rep.",484,112, ,4,7, , , , , , ,346333.854,34612023,47105826,84068091,827.1382532,63.9,19,29.28949356,1,0.28,0.105,0.161, , , , , , , , , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
171,COG,Republic of the Congo,Action Movement for Renewal,MAR,COG_ Action Movement for Renewal,COG_ MAR,4,3,0, ,0,4,0, ,1, ,6,10, , , , ,10, , , , ,10,1,4,10,0,10,0,0,4, ,10,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,2, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7994, , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
172,COG,Republic of the Congo,Club 2002 PUR,2002,COG_ Club 2002 PUR,COG_ 2002,4,3,0, ,0,4,0, ,1, ,5,10, , , , ,10, , , , ,10,1,4,10,0,0,0,0,4, ,10,10, ,3,10,10, ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,0.7, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
173,COG,Republic of the Congo,Congolese Party of Labour,PCT,COG_ Congolese Party of Labour,COG_ PCT,4,3,0, ,0,4,0, ,3, ,5,10, , , , ,10, , , , ,10,1,4,10,0,0,0,0,4, ,10,10, ,3,10,10, ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,59.6, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5365, , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
174,COG,Republic of the Congo,Dynamic for the Republic and Recovery,DRD,COG_ Dynamic for the Republic and Recovery,COG_ DRD,4,3,0, ,0,4,0, ,1, ,5,10, , , , ,10, , , , ,10,1,4,10,0,0,0,0,4, , ,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,2, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,7640, , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
175,COG,Republic of the Congo,Independents,Ind.,COG_ Independents,COG_ Ind.,4,3,0, ,0,4,0, ,2, ,5,7, , , , ,10, , , , ,10,1,4,10,0, ,0,0,3, ,10,10, ,3,10,10, ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,5.3, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,4676, , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
176,COG,Republic of the Congo,Pan-African Union for Social Democracy,UPADS,COG_ Pan-African Union for Social Democracy,COG_ UPADS,4,3,0, ,0,4,0, ,2, ,6,7, , , , ,10, , , , ,10,1,4,10,0, ,0,0,3, , ,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,5.3, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5364, , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
177,COG,Republic of the Congo,Party for Agreement and Political Action,PAPA,COG_ Party for Agreement and Political Action,COG_ PAPA,4,3,0, ,0,4,0, ,1, ,5,10, , , , ,10, , , , ,10,1,4,10,0,0,0,0,3, , ,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,0.7, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
178,COG,Republic of the Congo,Patriotic Front,PA,COG_ Patriotic Front,COG_ PA,4,3,0, ,0,4,0, ,1, ,5.5,10, , , , ,10, , , , ,10,1,4,10,0, ,0,0,3, , ,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,0.7, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
179,COG,Republic of the Congo,Rally for Democracy and Social Progress,RPDS,COG_ Rally for Democracy and Social Progress,COG_ RPDS,4,3,0, ,0,4,0, ,1, ,6,7, , , , ,10, , , , ,10,1,4,10,0, ,0,0,3, , ,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,1.3, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
180,COG,Republic of the Congo,Union for a People's Movement,UPM,COG_ Union for a People's Movement,COG_ UPM,4,3,0, ,0,4,0, ,1, ,6,10, , , , ,10, , , , ,10,1,4,10,0,0,0,0,3, ,10,10, ,3,10, , ,1972,1,1,1, ,8,7,48.74479675,2.486999512,FR, ,COG_30072017_L2,2017, ,1.3, ,2.761523146, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,"Congo, Rep.",490,112,2,4,7,0,-4,-4,0,7,5,346333.854,2356737,3127411,5244363,5024.082686,63.9,19, ,1,0.28,0.105,0.161, , , , , , ,44.4, , ,0.088,2.616,3,1.011,2.673,3,0.964,2.37,3,-1.471,0.684,1,-0.484,1.386,1,0.898,0.512
182,COL,Colombia,Citizen Option Party,OC,COL_ Citizen Option Party,COL_ OC,2,4,0, ,0, ,0,1,1, ,3.25, , ,10,1,4, , , , , , , , , , ,7.333333333, , , , , , , , , , , ,1978,0,0.666666667,0.666666667,6,3.333333333,9.333333333,29.61013794,-82.95330048,ES-ES, ,COL_11032018_L1,2018,1.7,1.2,13.3224977,6.375721253,12.56980509, , , , , , , , , , , , , , , , , , ,0, , , ,6.48,7.6658,3.52, , , , , , , , , , , , , , ,-9, ,Colombia,100,15,9,2,18,0,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.32785,78.6,36,59.5721817,2,0.664,0.475,0.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,0.695,2.125,2,-0.988,1.046,1,1.531,3.456,4,0.728,0.521
183,COL,Colombia,Coalition List of the Decency,List of,COL_ Coalition List of the Decency,COL_ List of Decency,2,4,0, ,3,1,1,1,1, ,4.5,9,3.5,5.5,1,3,10,0,0,1,9,0,0,1,3,1,6.666666667,0,9,0,0,0,0,0, ,10,0, ,1978,0,0.666666667,0.666666667,6,3.333333333,9.333333333,29.61013794,-82.95330048,ES-ES, ,COL_11032018_L1,2018,1.5,1.2,13.3224977,6.375721253,12.56980509, , , , , , , , , , , , , , , , , , ,0, , , ,6.48,7.6658,-0.98,-7.6658, , , , , , , , , , , , , ,-9, ,Colombia,100,15,9,2,18,0,7,7,1,3,3,1142725.713,33102575,39629968,49648685,13321.32785,78.6,36,59.5721817,2,0.664,0.475,0.754,1.932,3.835,4,7,1,4,48.97,53.38,57.28,2.483,3.938,4,1.183,2.829,3,0.695,2.125,2,-0.988,1.046,1,1.531,3.456,4,0.728,0.521
191,COM,Comoros,Convention for the Renewal of the Comoros,CRC,COM_ Convention for the Renewal of the Comoros,COM_ CRC,4,3,0, ,2,4,4,2,2, ,4.5,9,10,3.333333333,0,2,2,9,1,4,0,10,1,4,9.5,9.5,5,7,4.5,10,10,7,9.5,9.5,9.5,6,10, ,1961.5,1,0.5,0.5,8,8,9.5,-12.78590393,45.23249817,EN, ,COM_22022015_L2,2015,8.3,8.3,4.365211014,4.365211014,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5297, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,9,9,1,3,4,1726.736,411594,542357,832322,2585.117414,68,27,45.39668274,1,0.495,0.222,0.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-0.476,1.512,1,0.217,2.155,2,0.682,0.52
192,COM,Comoros,Democratic Rally of the Comoros,RDC,COM_ Democratic Rally of the Comoros,COM_ RDC,4,3,0, ,4, ,0,2,2, ,7.666666667,7,10,7,1,3,4,6,1,3,4, , , ,6,1,10,2,9,2,2,3,5.5,5.5,5.5,1,2, ,1961.5,1,0.5,0.5,8,8,9.5,-12.78590393,45.23249817,EN, ,COM_22022015_L2,2015,8.3,8.3,4.365211014,4.365211014,0, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5713, , , , , , , , ,-9, ,Comoros,581,153,1,4,8,0,9,9,1,3,4,1726.736,411594,542357,832322,2585.117414,68,27,45.39668274,1,0.495,0.222,0.392, , , , , , ,71.35, , ,1.319,3.573,4,1.519,3.112,3,1.24,2.615,3,-0.476,1.512,1,0.217,2.155,2,0.682,0.52
